Caption	Title	Extra	Gi	CreateDate	UpdateDate	Flags	TaxId	Slen	Biomol	MolType	Topology	SourceDb	SegSetSize	ProjectId	Genome	SubType	SubName	AssemblyGi	AssemblyAcc	Tech	Completeness	GeneticCode	Strand	Organism	Strain	BioSample
KM823390	Otidea borealis voucher S F-242694 RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762588|gb|KM823390.1|	719762588	2015/06/11	2017/03/15	0	1570474	1761	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	S F-242694|holotype of Otidea borealis|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea borealis	NA	NA
KM823391	Otidea brunneoparva voucher KH.09.82 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762590|gb|KM823391.1|	719762590	2015/06/11	2017/03/15	0	1570466	1754	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.82 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea brunneoparva	NA	NA
KM823392	Otidea brunneoparva voucher TUR-A 198579 RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762592|gb|KM823392.1|	719762592	2015/06/11	2017/03/15	0	1570466	1786	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	TUR-A 198579|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea brunneoparva	NA	NA
KM823393	Otidea brunneoparva voucher KH.08.107 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762595|gb|KM823393.1|	719762595	2015/06/11	2017/03/15	0	1570466	1743	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	KH.08.107 (S)|holotype of Otidea brunneoparva|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea brunneoparva	NA	NA
KM823394	Otidea bufonia voucher KH.09.248 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762598|gb|KM823394.1|	719762598	2015/06/11	2017/03/15	0	566114	1545	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.248 (S)|Spain|apothecium	0	NA	NA	NA	1	NA	Otidea bufonia	NA	NA
KM823395	Otidea bufonia voucher NV 2009.11.01 (S) RNA polymerase II second largest subunit (RPB2) gene, partial cds	gi|719762601|gb|KM823395.1|	719762601	2015/06/11	2017/03/15	0	566114	809	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	NV 2009.11.01 (S)|France|apothecium	0	NA	NA	NA	1	NA	Otidea bufonia	NA	NA
KM823289	Otidea minor voucher H6008618 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762340|gb|KM823289.1|	719762340	2015/06/11	2017/03/15	0	1570475	783	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	H6008618|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea minor	NA	NA
KM823280	Otidea formicarum voucher S-F244372 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762322|gb|KM823280.1|	719762322	2015/06/11	2017/03/15	0	1421061	1385	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	S-F244372|Norway|apothecium	0	NA	NA	NA	1	NA	Otidea formicarum	NA	NA
KM823281	Otidea formicarum voucher H6003549 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762324|gb|KM823281.1|	719762324	2015/06/11	2017/03/15	0	1421061	1385	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	H6003549|holotype of Otidea formicarum|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea formicarum	NA	NA
KM823282	Otidea formicarum voucher JS.08.63 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762326|gb|KM823282.1|	719762326	2015/06/11	2017/03/15	0	1421061	1372	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	JS.08.63 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea formicarum	NA	NA
KM823283	Otidea leporina voucher KH.09.93 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762328|gb|KM823283.1|	719762328	2015/06/11	2017/03/15	0	47199	1380	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.93 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea leporina	NA	NA
KM823284	Otidea leporina voucher NV 2008.09.28 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762330|gb|KM823284.1|	719762330	2015/06/11	2017/03/15	0	47199	1380	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	NV 2008.09.28 (S)|France|apothecium	0	NA	NA	NA	1	NA	Otidea leporina	NA	NA
KM823285	Otidea leporina voucher OSC 56784 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762332|gb|KM823285.1|	719762332	2015/06/11	2017/03/15	0	47199	1371	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	OSC 56784|USA|apothecium	0	NA	NA	NA	1	NA	Otidea leporina	NA	NA
KM823286	Otidea leporina voucher OSC 56824 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762334|gb|KM823286.1|	719762334	2015/06/11	2017/03/15	0	47199	1369	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	OSC 56824|USA|apothecium	0	NA	NA	NA	1	NA	Otidea leporina	NA	NA
KM823287	Otidea minor voucher KH.98.84 (C) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762336|gb|KM823287.1|	719762336	2015/06/11	2017/03/15	0	1570475	1364	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.98.84 (C)|Denmark|apothecium	0	NA	NA	NA	1	NA	Otidea minor	NA	NA
KM823288	Otidea minor voucher KH.10.311 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762338|gb|KM823288.1|	719762338	2015/06/11	2017/03/15	0	1570475	1378	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.10.311 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea minor	NA	NA
KM823279	Otidea flavidobrunneola voucher H6010806 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762320|gb|KM823279.1|	719762320	2015/06/11	2017/03/15	0	1421060	1385	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	H6010806|holotype of Otidea flavidobrunneola|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea flavidobrunneola	NA	NA
KM823290	Otidea mirabilis voucher KH.01.09 (C) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762342|gb|KM823290.1|	719762342	2015/06/11	2017/03/15	0	1125864	941	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.01.09 (C)|Denmark|apothecium	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
KM823291	Otidea mirabilis voucher NV 2008.09.14 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762344|gb|KM823291.1|	719762344	2015/06/11	2017/03/15	0	1125864	1384	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	NV 2008.09.14 (S)|France|apothecium	0	NA	NA	NA	1	NA	Otidea mirabilis	NA	NA
KM823292	Otidea leporina voucher H6003548 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762346|gb|KM823292.1|	719762346	2015/06/11	2017/03/15	0	47199	1380	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	H6003548|holotype of Peziza leporina|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea leporina	NA	NA
KM823293	Otidea nannfeldtii voucher KH.10.302 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762348|gb|KM823293.1|	719762348	2015/06/11	2017/03/15	0	1421057	1384	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.10.302 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
KM823294	Otidea nannfeldtii voucher JS.08.103 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762350|gb|KM823294.1|	719762350	2015/06/11	2017/03/15	0	1421057	1385	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	JS.08.103 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
KM823295	Otidea nannfeldtii voucher rh101310 (OSC) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762352|gb|KM823295.1|	719762352	2015/06/11	2017/03/15	0	1421057	1386	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	rh101310 (OSC)|USA|apothecium	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
KM823296	Otidea nannfeldtii voucher NV 2008.10.01 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762354|gb|KM823296.1|	719762354	2015/06/11	2017/03/15	0	1421057	1371	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	NV 2008.10.01 (S)|France|apothecium	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
KM823297	Otidea nannfeldtii voucher H6002902 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762356|gb|KM823297.1|	719762356	2015/06/11	2017/03/15	0	1421057	1378	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	H6002902|holotype of Otidea nannfeldtii|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
KM823298	Otidea onotica voucher KH.09.136 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762358|gb|KM823298.1|	719762358	2015/06/11	2017/03/15	0	61494	1385	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.136 (S)|Norway|apothecium	0	NA	NA	NA	1	NA	Otidea onotica	NA	NA
KM823270	Otidea bufonia voucher NV 2009.11.01 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762301|gb|KM823270.1|	719762301	2015/06/11	2017/03/15	0	566114	1387	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	NV 2009.11.01 (S)|France|apothecium	0	NA	NA	NA	1	NA	Otidea bufonia	NA	NA
KM823261	Otidea alutacea voucher OSC 56758 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762283|gb|KM823261.1|	719762283	2015/06/11	2017/03/15	0	88576	1378	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	OSC 56758|USA|apothecium	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM823262	Otidea alutacea voucher Moorefun 19 (OSC) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762285|gb|KM823262.1|	719762285	2015/06/11	2017/03/15	0	88576	1378	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	Moorefun 19 (OSC)|USA|apothecium	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM823263	Otidea nannfeldtii voucher H6010804 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762287|gb|KM823263.1|	719762287	2015/06/11	2017/03/15	0	1421057	1384	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	H6010804|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
KM823264	Otidea apophysata voucher NV136 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762289|gb|KM823264.1|	719762289	2015/06/11	2017/03/15	0	566113	1371	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	NV136 (S)|Germany|apothecium	0	NA	NA	NA	1	NA	Otidea apophysata	NA	NA
KM823265	Otidea borealis voucher S F-242694 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762291|gb|KM823265.1|	719762291	2015/06/11	2017/03/15	0	1570474	1333	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	S F-242694|holotype of Otidea borealis|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea borealis	NA	NA
KM823266	Otidea brunneoparva voucher KH.09.82 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762293|gb|KM823266.1|	719762293	2015/06/11	2017/03/15	0	1570466	1385	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.82 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea brunneoparva	NA	NA
KM823267	Otidea brunneoparva voucher TUR-A 198579 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762295|gb|KM823267.1|	719762295	2015/06/11	2017/03/15	0	1570466	1385	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	TUR-A 198579|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea brunneoparva	NA	NA
KM823268	Otidea brunneoparva voucher KH.08.107 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762297|gb|KM823268.1|	719762297	2015/06/11	2017/03/15	0	1570466	1385	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	KH.08.107 (S)|holotype of Otidea brunneoparva|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea brunneoparva	NA	NA
KM823269	Otidea bufonia voucher KH.09.248 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762299|gb|KM823269.1|	719762299	2015/06/11	2017/03/15	0	566114	1229	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.248 (S)|Spain|apothecium	0	NA	NA	NA	1	NA	Otidea bufonia	NA	NA
KM823299	Otidea onotica voucher KH.10.284 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762360|gb|KM823299.1|	719762360	2015/06/11	2017/03/15	0	61494	1269	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	KH.10.284 (S)|epitype of Peziza onotica|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea onotica	NA	NA
KM823271	Otidea bufonia voucher KH.09.249 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762303|gb|KM823271.1|	719762303	2015/06/11	2017/03/15	0	566114	1385	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.249 (S)|France|apothecium	0	NA	NA	NA	1	NA	Otidea bufonia	NA	NA
KM823272	Otidea bufonia voucher KH.09.172 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762305|gb|KM823272.1|	719762305	2015/06/11	2017/03/15	0	566114	1377	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.172 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea bufonia	NA	NA
KM823273	Otidea caeruleopruinosa voucher H6010805 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762308|gb|KM823273.1|	719762308	2015/06/11	2017/03/15	0	1421059	1386	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	H6010805|holotype of Otidea caeruleopruinosa|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea caeruleopruinosa	NA	NA
KM823274	Otidea cantharella voucher KH.09.125 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762310|gb|KM823274.1|	719762310	2015/06/11	2017/03/15	0	566115	1386	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.125 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea cantharella	NA	NA
KM823275	Otidea concinna voucher KH.09.183 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762312|gb|KM823275.1|	719762312	2015/06/11	2017/03/15	0	88578	1383	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	KH.09.183 (S)|epitype of Peziza concinna|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea concinna	NA	NA
KM823276	Otidea concinna voucher KH.09.250 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762314|gb|KM823276.1|	719762314	2015/06/11	2017/03/15	0	88578	1383	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.250 (S)|Spain|apothecium	0	NA	NA	NA	1	NA	Otidea concinna	NA	NA
KM823277	Otidea daliensis voucher SEST 06081702 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762316|gb|KM823277.1|	719762316	2015/06/11	2017/03/15	0	378508	1378	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	SEST 06081702|Spain|apothecium	0	NA	NA	NA	1	NA	Otidea daliensis	NA	NA
KM823278	Otidea flavidobrunneola voucher H6010830 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762318|gb|KM823278.1|	719762318	2015/06/11	2017/03/15	0	1421060	1310	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	H6010830|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea flavidobrunneola	NA	NA
KM823328	Otidea alutacea voucher KH.09.133 (S) RNA polymerase II largest subunit (RPB1) gene, partial cds	gi|719762429|gb|KM823328.1|	719762429	2015/06/11	2017/03/15	0	88576	683	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.133 (S)|Norway|apothecium	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM823319	Otidea subformicarum voucher CL 050928-30 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762401|gb|KM823319.1|	719762401	2015/06/11	2017/03/15	0	1570478	1354	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	CL 050928-30 (S)|Italy|apothecium	0	NA	NA	NA	1	NA	Otidea subformicarum	NA	NA
KM823320	Otidea aff. subformicarum FH301036 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762403|gb|KM823320.1|	719762403	2015/06/11	2017/03/15	0	1571537	1386	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	FH301036|Mexico|apothecium	0	NA	NA	NA	1	NA	Otidea aff. subformicarum FH301036	NA	NA
KM823321	Otidea aff. subformicarum FH301035 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762405|gb|KM823321.1|	719762405	2015/06/11	2017/03/15	0	1571536	1348	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	FH301035|Mexico|apothecium	0	NA	NA	NA	1	NA	Otidea aff. subformicarum FH301035	NA	NA
KM823322	Otidea tuomikoskii voucher KH.09.130 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762407|gb|KM823322.1|	719762407	2015/06/11	2017/03/15	0	88583	1386	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.130 (S)|Norway|apothecium	0	NA	NA	NA	1	NA	Otidea tuomikoskii	NA	NA
KM823323	Otidea tuomikoskii voucher NV 2008.09.08 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762409|gb|KM823323.1|	719762409	2015/06/11	2017/03/15	0	88583	1386	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	NV 2008.09.08 (S)|France|apothecium	0	NA	NA	NA	1	NA	Otidea tuomikoskii	NA	NA
KM823324	Otidea tuomikoskii voucher H6002901 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762411|gb|KM823324.1|	719762411	2015/06/11	2017/03/15	0	88583	1379	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	H6002901|holotype of Otidea tuomikoskii|Finland|apothecium	0	NA	NA	NA	1	NA	Otidea tuomikoskii	NA	NA
KM823325	Otidea tuomikoskii voucher OSC 56761 translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762413|gb|KM823325.1|	719762413	2015/06/11	2017/03/15	0	88583	1318	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	OSC 56761|USA|apothecium	0	NA	NA	NA	1	NA	Otidea tuomikoskii	NA	NA
KM823326	Otidea kaushalii voucher T. Laessoe 6236 (C) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762415|gb|KM823326.1|	719762415	2015/06/11	2017/03/15	0	1652049	855	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	T. Laessoe 6236 (C)|Malaysia|apothecium	0	NA	NA	NA	1	NA	Otidea kaushalii	NA	NA
KM823327	Otidea sp. B KH-2014 voucher KH.09.79 (S) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762417|gb|KM823327.1|	719762417	2015/06/11	2017/03/15	0	1570472	1378	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.79 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea sp. B KH-2014	NA	NA
KM823318	Otidea subformicarum voucher NV128 (S)(dupl. CMP 1179) translation elongation factor 1-alpha (EF1a) gene, partial cds	gi|719762399|gb|KM823318.1|	719762399	2015/06/11	2017/03/15	0	1570478	1359	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	NV128 (S)(dupl. CMP 1179)|Spain|apothecium	0	NA	NA	NA	1	NA	Otidea subformicarum	NA	NA
KM823329	Otidea alutacea voucher ARAN A3023204 RNA polymerase II largest subunit (RPB1) gene, partial cds	gi|719762431|gb|KM823329.1|	719762431	2015/06/11	2017/03/15	0	88576	722	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	ARAN A3023204|Spain|apothecium	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM823330	Otidea alutacea voucher JS.08.81 (S) RNA polymerase II largest subunit (RPB1) gene, partial cds	gi|719762433|gb|KM823330.1|	719762433	2015/06/11	2017/03/15	0	88576	721	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	JS.08.81 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM823331	Otidea alutacea voucher KH.10.193 (S) RNA polymerase II largest subunit (RPB1) gene, partial cds	gi|719762435|gb|KM823331.1|	719762435	2015/06/11	2017/03/15	0	88576	722	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.10.193 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM823332	Otidea alutacea voucher KH.09.135 (S) RNA polymerase II largest subunit (RPB1) gene, partial cds	gi|719762437|gb|KM823332.1|	719762437	2015/06/11	2017/03/15	0	88576	722	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.09.135 (S)|Norway|apothecium	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
